"linha","ano","mes","parlamentar","gasto","valor"
"11207",2018,"04","LEONARDO ARAUJO","DESPESAS DE TELEPROCESSAMENTO",5600
"11208",2018,"04","LEONARDO ARAUJO","Hospedagens",2789.85
"11209",2018,"04","LEONARDO ARAUJO","Passagens Aéreas",7119.37
"11210",2018,"04","LEONARDO ARAUJO","Serviços Técnicos Profissionais",12060
"11211",2018,"04","LEONARDO ARAUJO","Vale-Refeição e Vale-Alimentação",5000
"11212",2018,"04","LEONARDO PINHEIRO","Combustíveis e Lubrificantes Automotivos",6000
"11213",2018,"04","LEONARDO PINHEIRO","Divulgação das Atividades Parlamentares",400
"11214",2018,"04","LEONARDO PINHEIRO","Serviços Técnicos Profissionais",21240
"11215",2018,"04","LEONARDO PINHEIRO","Vale-Refeição e Vale-Alimentação",3500
"11216",2018,"04","LUCILVIO GIRAO","Combustíveis e Lubrificantes Automotivos",6000
"11217",2018,"04","LUCILVIO GIRAO","Convênio com Plano de Saúde",1480.87
"11218",2018,"04","LUCILVIO GIRAO","Serviços Técnicos Profissionais",21060
"11219",2018,"04","LUCILVIO GIRAO","Vale-Refeição e Vale-Alimentação",2500
"11220",2018,"04","MANOEL DUCA","Combustíveis e Lubrificantes Automotivos",6000
"11221",2018,"04","MANOEL DUCA","Convênio com Plano de Saúde",2403.01
"11222",2018,"04","MANOEL DUCA","Divulgação das Atividades Parlamentares",500
"11223",2018,"04","MANOEL DUCA","Passagens Terrestres",747.4
"11224",2018,"04","MANOEL DUCA","Serviços Técnicos Profissionais",22320
"11225",2018,"04","MANOEL DUCA","Vale-Refeição e Vale-Alimentação",1950
"11226",2018,"04","MARIO HELIO","Combustíveis e Lubrificantes Automotivos",6000
"11227",2018,"04","MARIO HELIO","Convênio com Plano de Saúde",2048.36
"11228",2018,"04","MARIO HELIO","Passagens Aéreas",3529.36
"11229",2018,"04","MARIO HELIO","Serviços de Telecomunicações",14.4
"11230",2018,"04","MARIO HELIO","Vale-Refeição e Vale-Alimentação",5000
"11231",2018,"04","MIRIAN SOBREIRA","Combustíveis e Lubrificantes Automotivos",6000
"11232",2018,"04","MIRIAN SOBREIRA","Divulgação das Atividades Parlamentares",700
"11233",2018,"04","MIRIAN SOBREIRA","Serviços Técnicos Profissionais",8100
"11234",2018,"04","MIRIAN SOBREIRA","Serviços de Comunicação em Geral",7.1
"11235",2018,"04","MIRIAN SOBREIRA","Serviços de Telecomunicações",211.44
"11236",2018,"04","MIRIAN SOBREIRA","Vale-Refeição e Vale-Alimentação",4000
"11237",2018,"04","MOISES BRAZ","Combustíveis e Lubrificantes Automotivos",6000
"11238",2018,"04","MOISES BRAZ","DESPESAS DE TELEPROCESSAMENTO",546.07
"11239",2018,"04","MOISES BRAZ","Divulgação das Atividades Parlamentares",2700
"11240",2018,"04","MOISES BRAZ","Locação de Veículos",17170
"11241",2018,"04","MOISES BRAZ","Passagens Terrestres",72.41
"11242",2018,"04","MOISES BRAZ","Vale-Refeição e Vale-Alimentação",4222.5
"11243",2018,"04","NESTOR BEZERRA","Combustíveis e Lubrificantes Automotivos",6000
"11244",2018,"04","NESTOR BEZERRA","Hospedagens",627.2
"11245",2018,"04","NESTOR BEZERRA","Passagens Aéreas",9396.11
"11246",2018,"04","NESTOR BEZERRA","Passagens Terrestres",858.38
"11247",2018,"04","NESTOR BEZERRA","Vale-Refeição e Vale-Alimentação",5000
"11248",2018,"04","ODILON AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"11249",2018,"04","ODILON AGUIAR","Convênio com Plano de Saúde",834.88
"11250",2018,"04","ODILON AGUIAR","DESPESAS DE TELEPROCESSAMENTO",5800
"11251",2018,"04","ODILON AGUIAR","Divulgação das Atividades Parlamentares",9100
"11252",2018,"04","ODILON AGUIAR","Locação de Aeronaves",3960
"11253",2018,"04","ODILON AGUIAR","Locação de Veículos",4870.5
"11254",2018,"04","ODILON AGUIAR","Passagens Aéreas",2203.22
"11255",2018,"04","ODILON AGUIAR","Serviços de Telecomunicações",648.68
"11256",2018,"04","ODILON AGUIAR","Vale-Refeição e Vale-Alimentação",5000
"11257",2018,"04","OSMAR BAQUIT","Combustíveis e Lubrificantes Automotivos",6000
"11258",2018,"04","OSMAR BAQUIT","Passagens Aéreas",2886.42
"11259",2018,"04","OSMAR BAQUIT","Serviços Técnicos Profissionais",16740
"11260",2018,"04","OSMAR BAQUIT","Serviços de Telecomunicações",420.53
"11261",2018,"04","OSMAR BAQUIT","Vale-Refeição e Vale-Alimentação",5000
"11262",2018,"04","RACHEL MARQUES","ASSINATURAS DE PERIÓDICOS E ANUIDADES",446.31
"11263",2018,"04","RACHEL MARQUES","Combustíveis e Lubrificantes Automotivos",6000
"11264",2018,"04","RACHEL MARQUES","Convênio com Plano de Saúde",2918.24
"11265",2018,"04","RACHEL MARQUES","DESPESAS DE TELEPROCESSAMENTO",890
"11266",2018,"04","RACHEL MARQUES","Divulgação das Atividades Parlamentares",500
"11267",2018,"04","RACHEL MARQUES","Locação de Veículos",1870
"11268",2018,"04","RACHEL MARQUES","Passagens Aéreas",516.43
"11269",2018,"04","RACHEL MARQUES","Serviços Técnicos Profissionais",10800
"11270",2018,"04","RACHEL MARQUES","Serviços de Telecomunicações",400.21
"11271",2018,"04","RACHEL MARQUES","Vale-Refeição e Vale-Alimentação",5000
"11272",2018,"04","ROBERIO MONTEIRO","Combustíveis e Lubrificantes Automotivos",6000
"11273",2018,"04","ROBERIO MONTEIRO","Convênio com Plano de Saúde",2771.73
"11274",2018,"04","ROBERIO MONTEIRO","Divulgação das Atividades Parlamentares",8800
"11275",2018,"04","ROBERIO MONTEIRO","Hospedagens",278.3
"11276",2018,"04","ROBERIO MONTEIRO","Serviços Técnicos Profissionais",11160
"11277",2018,"04","ROBERIO MONTEIRO","Vale-Refeição e Vale-Alimentação",2000
"11278",2018,"04","ROBERTO MESQUITA","Combustíveis e Lubrificantes Automotivos",6000
"11279",2018,"04","ROBERTO MESQUITA","Divulgação das Atividades Parlamentares",1000
"11280",2018,"04","ROBERTO MESQUITA","Hospedagens",877.8
"11281",2018,"04","ROBERTO MESQUITA","Passagens Aéreas",1669.37
"11282",2018,"04","ROBERTO MESQUITA","Serviços Técnicos Profissionais",10800
"11283",2018,"04","ROBERTO MESQUITA","Serviços de Comunicação em Geral",149.85
"11284",2018,"04","ROBERTO MESQUITA","Serviços de Telecomunicações",95.84
"11285",2018,"04","ROBERTO MESQUITA","Vale-Refeição e Vale-Alimentação",4000
"11286",2018,"04","SERGIO AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"11287",2018,"04","SERGIO AGUIAR","Divulgação das Atividades Parlamentares",7200
"11288",2018,"04","SERGIO AGUIAR","Passagens Aéreas",5737.63
"11289",2018,"04","SERGIO AGUIAR","Seguros em Geral",1049.81
"11290",2018,"04","SERGIO AGUIAR","Serviços Técnicos Profissionais",2520
"11291",2018,"04","SERGIO AGUIAR","Serviços de Comunicação em Geral",267.67
"11292",2018,"04","SERGIO AGUIAR","Serviços de Telecomunicações",1311.97
"11293",2018,"04","SERGIO AGUIAR","Vale-Refeição e Vale-Alimentação",3580
"11294",2018,"04","TIN GOMES","Combustíveis e Lubrificantes Automotivos",6000
"11295",2018,"04","TIN GOMES","Convênio com Plano de Saúde",4323.67
"11296",2018,"04","TIN GOMES","Divulgação das Atividades Parlamentares",2900
"11297",2018,"04","TIN GOMES","Locação de Veículos",3145
"11298",2018,"04","TIN GOMES","Serviços de Telecomunicações",474.07
"11299",2018,"04","TIN GOMES","Vale-Refeição e Vale-Alimentação",5297
"11300",2018,"04","TOMAZ HOLANDA","Combustíveis e Lubrificantes Automotivos",6000
"11301",2018,"04","TOMAZ HOLANDA","Divulgação das Atividades Parlamentares",6000
"11302",2018,"04","TOMAZ HOLANDA","Passagens Aéreas",2861.56
"11303",2018,"04","TOMAZ HOLANDA","Passagens Terrestres",488.62
"11304",2018,"04","TOMAZ HOLANDA","Serviços Técnicos Profissionais",7920
"11305",2018,"04","TOMAZ HOLANDA","Serviços de Telecomunicações",477.04
"11306",2018,"04","TOMAZ HOLANDA","Vale-Refeição e Vale-Alimentação",5000
"11307",2018,"04","WALTER CAVALCANTE","Combustíveis e Lubrificantes Automotivos",6000
"11308",2018,"04","WALTER CAVALCANTE","DESPESAS DE TELEPROCESSAMENTO",1000
"11309",2018,"04","WALTER CAVALCANTE","Divulgação das Atividades Parlamentares",5500
"11310",2018,"04","WALTER CAVALCANTE","Locação de Veículos",6000
"11311",2018,"04","WALTER CAVALCANTE","Seguros em Geral",1394.21
"11312",2018,"04","WALTER CAVALCANTE","Serviços de Comunicação em Geral",260.35
"11313",2018,"04","WALTER CAVALCANTE","Serviços de Telecomunicações",1211.55
"11314",2018,"04","WALTER CAVALCANTE","Vale-Refeição e Vale-Alimentação",4000
"11315",2018,"04","YURI GUERRA","Combustíveis e Lubrificantes Automotivos",6000
"11316",2018,"04","YURI GUERRA","Divulgação das Atividades Parlamentares",5800
"11317",2018,"04","YURI GUERRA","Vale-Refeição e Vale-Alimentação",5000
"11318",2018,"05","ADERLANIA NORONHA","Combustíveis e Lubrificantes Automotivos",6000
"11319",2018,"05","ADERLANIA NORONHA","Convênio com Plano de Saúde",1576.66
"11320",2018,"05","ADERLANIA NORONHA","Divulgação das Atividades Parlamentares",6400
"11321",2018,"05","ADERLANIA NORONHA","Passagens Aéreas",5612.44
"11322",2018,"05","ADERLANIA NORONHA","Serviços Técnicos Profissionais",7020
"11323",2018,"05","ADERLANIA NORONHA","Serviços de Comunicação em Geral",118.49
"11324",2018,"05","ADERLANIA NORONHA","Vale-Refeição e Vale-Alimentação",5000
"11325",2018,"05","AGENOR NETO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",202.03
"11326",2018,"05","AGENOR NETO","Combustíveis e Lubrificantes Automotivos",6000
"11327",2018,"05","AGENOR NETO","Convênio com Plano de Saúde",1951.26
"11328",2018,"05","AGENOR NETO","Divulgação das Atividades Parlamentares",1000
"11329",2018,"05","AGENOR NETO","Locação de Aeronaves",7100
"11330",2018,"05","AGENOR NETO","Serviços de Telecomunicações",1247.18
"11331",2018,"05","AGENOR NETO","Vale-Refeição e Vale-Alimentação",5000
"11332",2018,"05","ANDERSON PALACIO","Combustíveis e Lubrificantes Automotivos",6000
"11333",2018,"05","ANDERSON PALACIO","Divulgação das Atividades Parlamentares",4000
"11334",2018,"05","ANDERSON PALACIO","Passagens Terrestres",599.66
"11335",2018,"05","ANDERSON PALACIO","Vale-Refeição e Vale-Alimentação",5000
"11336",2018,"05","ANTONIO GRANJA","Combustíveis e Lubrificantes Automotivos",6000
"11337",2018,"05","ANTONIO GRANJA","Divulgação das Atividades Parlamentares",15988.16
"11338",2018,"05","ANTONIO GRANJA","Locação de Veículos",7480
"11339",2018,"05","ANTONIO GRANJA","Serviços Técnicos Profissionais",8280
"11340",2018,"05","ANTONIO GRANJA","Serviços de Telecomunicações",1230.23
"11341",2018,"05","ANTONIO GRANJA","Vale-Refeição e Vale-Alimentação",4000
"11342",2018,"05","AUDIC MOTA","Combustíveis e Lubrificantes Automotivos",6000
"11343",2018,"05","AUDIC MOTA","Convênio com Plano de Saúde",1202.56
"11344",2018,"05","AUDIC MOTA","Divulgação das Atividades Parlamentares",6250
"11345",2018,"05","AUDIC MOTA","Seguros em Geral",504.04
"11346",2018,"05","AUDIC MOTA","Serviços Técnicos Profissionais",4000
"11347",2018,"05","AUDIC MOTA","Vale-Refeição e Vale-Alimentação",5000
"11348",2018,"05","AUGUSTA BRITO","Combustíveis e Lubrificantes Automotivos",6000
"11349",2018,"05","AUGUSTA BRITO","Convênio com Plano de Saúde",2457.44
"11350",2018,"05","AUGUSTA BRITO","Divulgação das Atividades Parlamentares",1500
"11351",2018,"05","AUGUSTA BRITO","Passagens Aéreas",2848.79
"11352",2018,"05","AUGUSTA BRITO","Passagens Terrestres",107.47
"11353",2018,"05","AUGUSTA BRITO","Serviços Gráficos e Editoriais",4598.72
"11354",2018,"05","AUGUSTA BRITO","Serviços Técnicos Profissionais",7920
"11355",2018,"05","AUGUSTA BRITO","Serviços de Telecomunicações",3249.17
"11356",2018,"05","AUGUSTA BRITO","Vale-Refeição e Vale-Alimentação",4000
"11357",2018,"05","BETHROSE","Combustíveis e Lubrificantes Automotivos",4000
"11358",2018,"05","BETHROSE","Divulgação das Atividades Parlamentares",8000
"11359",2018,"05","BETHROSE","Serviços Técnicos Profissionais",19080
"11360",2018,"05","BRUNO GONCALVES","Combustíveis e Lubrificantes Automotivos",6000
"11361",2018,"05","BRUNO GONCALVES","Passagens Aéreas",8657.4
"11362",2018,"05","BRUNO GONCALVES","Serviços Técnicos Profissionais",15840
"11363",2018,"05","BRUNO GONCALVES","Serviços de Telecomunicações",56.9
"11364",2018,"05","BRUNO GONCALVES","Vale-Refeição e Vale-Alimentação",3998
"11365",2018,"05","BRUNO PEDROSA","Combustíveis e Lubrificantes Automotivos",6000
"11366",2018,"05","BRUNO PEDROSA","Convênio com Plano de Saúde",844.61
"11367",2018,"05","BRUNO PEDROSA","Divulgação das Atividades Parlamentares",12230
"11368",2018,"05","BRUNO PEDROSA","Passagens Terrestres",204.02
"11369",2018,"05","BRUNO PEDROSA","Serviços Técnicos Profissionais",8280
"11370",2018,"05","BRUNO PEDROSA","Serviços de Telecomunicações",71.82
"11371",2018,"05","BRUNO PEDROSA","Vale-Refeição e Vale-Alimentação",2000
"11372",2018,"05","CAPITAO WAGNER","Combustíveis e Lubrificantes Automotivos",6000
"11373",2018,"05","CAPITAO WAGNER","Convênio com Plano de Saúde",2895.86
"11374",2018,"05","CAPITAO WAGNER","Divulgação das Atividades Parlamentares",12796.31
"11375",2018,"05","CAPITAO WAGNER","Passagens Aéreas",4082.29
"11376",2018,"05","CAPITAO WAGNER","Serviços Gráficos e Editoriais",6400
"11377",2018,"05","CAPITAO WAGNER","Serviços de Telecomunicações",2127.8
"11378",2018,"05","CAPITAO WAGNER","Vale-Refeição e Vale-Alimentação",5000
"11379",2018,"05","CARLOS FELIPE","Serviços de Telecomunicações",1228.89
"11380",2018,"05","CARLOS MATOS","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1470.56
"11381",2018,"05","CARLOS MATOS","Combustíveis e Lubrificantes Automotivos",4000
"11382",2018,"05","CARLOS MATOS","Convênio com Plano de Saúde",3280.53
"11383",2018,"05","CARLOS MATOS","Divulgação das Atividades Parlamentares",1200
"11384",2018,"05","CARLOS MATOS","Locação de Veículos",11519.53
"11385",2018,"05","CARLOS MATOS","Passagens Aéreas",2836.47
"11386",2018,"05","CARLOS MATOS","Serviços de Comunicação em Geral",15.26
"11387",2018,"05","CARLOS MATOS","Serviços de Telecomunicações",1594.95
"11388",2018,"05","CARLOS MATOS","Vale-Refeição e Vale-Alimentação",5000
"11389",2018,"05","DANNIEL OLIVEIRA","Combustíveis e Lubrificantes Automotivos",6000
"11390",2018,"05","DANNIEL OLIVEIRA","Divulgação das Atividades Parlamentares",3650
"11391",2018,"05","DANNIEL OLIVEIRA","Hospedagens",818.31
"11392",2018,"05","DANNIEL OLIVEIRA","Passagens Aéreas",9208.54
"11393",2018,"05","DANNIEL OLIVEIRA","Serviços Técnicos Profissionais",40680
"11394",2018,"05","DANNIEL OLIVEIRA","Serviços de Comunicação em Geral",118.5
"11395",2018,"05","DANNIEL OLIVEIRA","Serviços de Telecomunicações",1123
"11396",2018,"05","DANNIEL OLIVEIRA","Vale-Refeição e Vale-Alimentação",5000
"11397",2018,"05","DAVID DURAND","Combustíveis e Lubrificantes Automotivos",6000
"11398",2018,"05","DAVID DURAND","Serviços Técnicos Profissionais",18180
"11399",2018,"05","DAVID DURAND","Serviços de Telecomunicações",487.92
"11400",2018,"05","DAVID DURAND","Vale-Refeição e Vale-Alimentação",5000
"11401",2018,"05","DEDE TEIXEIRA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",349.41
"11402",2018,"05","DEDE TEIXEIRA","Combustíveis e Lubrificantes Automotivos",4000
"11403",2018,"05","DEDE TEIXEIRA","Convênio com Plano de Saúde",873.57
"11404",2018,"05","DEDE TEIXEIRA","Divulgação das Atividades Parlamentares",700
"11405",2018,"05","DEDE TEIXEIRA","Passagens Aéreas",3386.37
"11406",2018,"05","DEDE TEIXEIRA","Vale-Refeição e Vale-Alimentação",3000
"11407",2018,"05","DR. SARTO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",640.92
"11408",2018,"05","DR. SARTO","Combustíveis e Lubrificantes Automotivos",6000
"11409",2018,"05","DR. SARTO","Serviços Técnicos Profissionais",19080
"11410",2018,"05","DR. SARTO","Vale-Refeição e Vale-Alimentação",4000
"11411",2018,"05","DRA SILVANA","Combustíveis e Lubrificantes Automotivos",6000
"11412",2018,"05","DRA SILVANA","Hospedagens",487.79
"11413",2018,"05","DRA SILVANA","Passagens Aéreas",7493.66
"11414",2018,"05","DRA SILVANA","Passagens Terrestres",157.94
"11415",2018,"05","DRA SILVANA","Serviços de Telecomunicações",670.81
"11416",2018,"05","DRA SILVANA","Vale-Refeição e Vale-Alimentação",5000
"11417",2018,"05","ELMANO","Combustíveis e Lubrificantes Automotivos",6000
"11418",2018,"05","ELMANO","Locação de Veículos",12000
"11419",2018,"05","ELMANO","Passagens Terrestres",219.25
"11420",2018,"05","ELMANO","Serviços Gráficos e Editoriais",7666.4
"11421",2018,"05","ELMANO","Serviços de Telecomunicações",367.31
"11422",2018,"05","ELMANO","Vale-Refeição e Vale-Alimentação",4000
"11423",2018,"05","ELY AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"11424",2018,"05","ELY AGUIAR","Divulgação das Atividades Parlamentares",8000
"11425",2018,"05","ELY AGUIAR","Serviços Gráficos e Editoriais",18935.6
"11426",2018,"05","EVANDRO LEITAO","Combustíveis e Lubrificantes Automotivos",5000
"11427",2018,"05","EVANDRO LEITAO","Serviços Técnicos Profissionais",20160
"11428",2018,"05","EVANDRO LEITAO","Serviços de Telecomunicações",28.55
"11429",2018,"05","EVANDRO LEITAO","Vale-Refeição e Vale-Alimentação",4000
"11430",2018,"05","FERNANDA PESSOA","Combustíveis e Lubrificantes Automotivos",6000
"11431",2018,"05","FERNANDA PESSOA","DESPESAS DE TELEPROCESSAMENTO",550
"11432",2018,"05","FERNANDA PESSOA","Divulgação das Atividades Parlamentares",13000
"11433",2018,"05","FERNANDA PESSOA","Serviços de Telecomunicações",802.17
"11434",2018,"05","FERNANDA PESSOA","Vale-Refeição e Vale-Alimentação",5000
"11435",2018,"05","FERNANDO HUGO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",598
"11436",2018,"05","FERNANDO HUGO","Combustíveis e Lubrificantes Automotivos",6000
"11437",2018,"05","FERNANDO HUGO","Divulgação das Atividades Parlamentares",1900
"11438",2018,"05","FERNANDO HUGO","Passagens Aéreas",6009.8
"11439",2018,"05","FERNANDO HUGO","Serviços Técnicos Profissionais",15300
"11440",2018,"05","FERNANDO HUGO","Serviços de Telecomunicações",5516.92
"11441",2018,"05","FERNANDO HUGO","Vale-Refeição e Vale-Alimentação",2000
"11442",2018,"05","FERREIRA ARAGAO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",409.86
"11443",2018,"05","FERREIRA ARAGAO","Combustíveis e Lubrificantes Automotivos",6000
"11444",2018,"05","FERREIRA ARAGAO","Convênio com Plano de Saúde",5063.2
"11445",2018,"05","FERREIRA ARAGAO","Divulgação das Atividades Parlamentares",400
"11446",2018,"05","FERREIRA ARAGAO","Passagens Terrestres",6231.78
"11447",2018,"05","FERREIRA ARAGAO","Serviços Gráficos e Editoriais",9158.4
"11448",2018,"05","FERREIRA ARAGAO","Serviços Técnicos Profissionais",7740
"11449",2018,"05","FERREIRA ARAGAO","Serviços de Telecomunicações",2022.08
"11450",2018,"05","FERREIRA ARAGAO","Vale-Refeição e Vale-Alimentação",5000
"11451",2018,"05","GEORGE VALENTIM","Combustíveis e Lubrificantes Automotivos",4000
"11452",2018,"05","GEORGE VALENTIM","Divulgação das Atividades Parlamentares",8000
"11453",2018,"05","GEORGE VALENTIM","Serviços Técnicos Profissionais",14040
"11454",2018,"05","GEORGE VALENTIM","Vale-Refeição e Vale-Alimentação",4100
"11455",2018,"05","GONY ARRUDA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",531.91
"11456",2018,"05","GONY ARRUDA","Combustíveis e Lubrificantes Automotivos",6000
"11457",2018,"05","GONY ARRUDA","Convênio com Plano de Saúde",3440.97
"11458",2018,"05","GONY ARRUDA","Divulgação das Atividades Parlamentares",8000
"11459",2018,"05","GONY ARRUDA","Seguros em Geral",474.56
"11460",2018,"05","GONY ARRUDA","Serviços de Telecomunicações",1198.06
"11461",2018,"05","GONY ARRUDA","Vale-Refeição e Vale-Alimentação",5000
"11462",2018,"05","HEITOR FERRER","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1348.15
"11463",2018,"05","HEITOR FERRER","Combustíveis e Lubrificantes Automotivos",4000
"11464",2018,"05","HEITOR FERRER","Convênio com Plano de Saúde",1328.26
"11465",2018,"05","HEITOR FERRER","Divulgação das Atividades Parlamentares",1300
"11466",2018,"05","HEITOR FERRER","Serviços Gráficos e Editoriais",15648.4
"11467",2018,"05","HEITOR FERRER","Serviços de Comunicação em Geral",5276.96
"11468",2018,"05","HEITOR FERRER","Serviços de Telecomunicações",1108.15
"11469",2018,"05","HEITOR FERRER","Vale-Refeição e Vale-Alimentação",4997
"11470",2018,"05","JEOVA MOTA","Combustíveis e Lubrificantes Automotivos",6000
"11471",2018,"05","JEOVA MOTA","Divulgação das Atividades Parlamentares",8000
"11472",2018,"05","JEOVA MOTA","Serviços Técnicos Profissionais",16200
"11473",2018,"05","JEOVA MOTA","Vale-Refeição e Vale-Alimentação",2000
"11474",2018,"05","JOAO JAIME","Combustíveis e Lubrificantes Automotivos",6000
"11475",2018,"05","JOAO JAIME","Divulgação das Atividades Parlamentares",500
"11476",2018,"05","JOAO JAIME","Serviços Técnicos Profissionais",21060
"11477",2018,"05","JOAO JAIME","Vale-Refeição e Vale-Alimentação",4000
"11478",2018,"05","JOAQUIM NORONHA","Combustíveis e Lubrificantes Automotivos",6000
"11479",2018,"05","JOAQUIM NORONHA","Convênio com Plano de Saúde",467.72
"11480",2018,"05","JOAQUIM NORONHA","Serviços Técnicos Profissionais",20340
"11481",2018,"05","JOAQUIM NORONHA","Vale-Refeição e Vale-Alimentação",5000
"11482",2018,"05","JOSE ALBUQUERQUE","Combustíveis e Lubrificantes Automotivos",6000
"11483",2018,"05","JOSE ALBUQUERQUE","Convênio com Plano de Saúde",2643.16
"11484",2018,"05","JOSE ALBUQUERQUE","Divulgação das Atividades Parlamentares",7200
"11485",2018,"05","JOSE ALBUQUERQUE","Locação de Aeronaves",15120
"11486",2018,"05","JOSE ALBUQUERQUE","Locação de Veículos",7480
"11487",2018,"05","JOSE ALBUQUERQUE","Seguros em Geral",527.2
"11488",2018,"05","JOSE ALBUQUERQUE","Vale-Refeição e Vale-Alimentação",4000
"11489",2018,"05","JULINHO","Combustíveis e Lubrificantes Automotivos",3000
"11490",2018,"05","JULINHO","Divulgação das Atividades Parlamentares",8000
"11491",2018,"05","JULINHO","Serviços Técnicos Profissionais",15480
"11492",2018,"05","JULINHO","Serviços de Telecomunicações",2020.9
"11493",2018,"05","JULINHO","Vale-Refeição e Vale-Alimentação",3000
"11494",2018,"05","LEONARDO ARAUJO","Combustíveis e Lubrificantes Automotivos",6000
"11495",2018,"05","LEONARDO ARAUJO","DESPESAS DE TELEPROCESSAMENTO",4087.5
"11496",2018,"05","LEONARDO ARAUJO","Serviços Gráficos e Editoriais",6000
"11497",2018,"05","LEONARDO ARAUJO","Serviços Técnicos Profissionais",10080
"11498",2018,"05","LEONARDO ARAUJO","Serviços de Comunicação em Geral",126.11
"11499",2018,"05","LEONARDO ARAUJO","Serviços de Telecomunicações",288.96
"11500",2018,"05","LEONARDO ARAUJO","Vale-Refeição e Vale-Alimentação",5000
"11501",2018,"05","LEONARDO PINHEIRO","Combustíveis e Lubrificantes Automotivos",6000
"11502",2018,"05","LEONARDO PINHEIRO","Divulgação das Atividades Parlamentares",400
"11503",2018,"05","LEONARDO PINHEIRO","Passagens Aéreas",2181.45
"11504",2018,"05","LEONARDO PINHEIRO","Serviços Técnicos Profissionais",19980
"11505",2018,"05","LEONARDO PINHEIRO","Vale-Refeição e Vale-Alimentação",3500
"11506",2018,"05","LUCILVIO GIRAO","Combustíveis e Lubrificantes Automotivos",6000
"11507",2018,"05","LUCILVIO GIRAO","Convênio com Plano de Saúde",1480.87
"11508",2018,"05","LUCILVIO GIRAO","Serviços Técnicos Profissionais",23040
"11509",2018,"05","LUCILVIO GIRAO","Serviços de Telecomunicações",45.99
"11510",2018,"05","LUCILVIO GIRAO","Vale-Refeição e Vale-Alimentação",2500
"11511",2018,"05","MANOEL DUCA","Combustíveis e Lubrificantes Automotivos",6000
"11512",2018,"05","MANOEL DUCA","Passagens Terrestres",387.98
"11513",2018,"05","MANOEL DUCA","Serviços Técnicos Profissionais",23400
"11514",2018,"05","MANOEL DUCA","Serviços de Telecomunicações",474.71
"11515",2018,"05","MANOEL DUCA","Vale-Refeição e Vale-Alimentação",1950
"11516",2018,"05","MIRIAN SOBREIRA","Combustíveis e Lubrificantes Automotivos",6000
"11517",2018,"05","MIRIAN SOBREIRA","Divulgação das Atividades Parlamentares",9200
"11518",2018,"05","MIRIAN SOBREIRA","Locação de Veículos",7225
"11519",2018,"05","MIRIAN SOBREIRA","Passagens Aéreas",8324.78
"11520",2018,"05","MIRIAN SOBREIRA","Serviços Gráficos e Editoriais",11006.2
"11521",2018,"05","MIRIAN SOBREIRA","Serviços Técnicos Profissionais",8100
"11522",2018,"05","MIRIAN SOBREIRA","Serviços de Comunicação em Geral",1008.25
"11523",2018,"05","MIRIAN SOBREIRA","Serviços de Telecomunicações",1447.09
"11524",2018,"05","MIRIAN SOBREIRA","Vale-Refeição e Vale-Alimentação",4000
"11525",2018,"05","MOISES BRAZ","ASSINATURAS DE PERIÓDICOS E ANUIDADES",137.03
"11526",2018,"05","MOISES BRAZ","Combustíveis e Lubrificantes Automotivos",6000
"11527",2018,"05","MOISES BRAZ","DESPESAS DE TELEPROCESSAMENTO",400
"11528",2018,"05","MOISES BRAZ","Divulgação das Atividades Parlamentares",2400
"11529",2018,"05","MOISES BRAZ","Locação de Veículos",12379.4
"11530",2018,"05","MOISES BRAZ","Passagens Aéreas",2312.79
"11531",2018,"05","MOISES BRAZ","Passagens Terrestres",3173.16
"11532",2018,"05","MOISES BRAZ","Serviços Gráficos e Editoriais",11800
"11533",2018,"05","MOISES BRAZ","Serviços de Telecomunicações",815.79
"11534",2018,"05","MOISES BRAZ","Vale-Refeição e Vale-Alimentação",4222.5
"11535",2018,"05","NESTOR BEZERRA","Combustíveis e Lubrificantes Automotivos",6000
"11536",2018,"05","NESTOR BEZERRA","Locação de Veículos",4505
"11537",2018,"05","NESTOR BEZERRA","Passagens Aéreas",20075.67
"11538",2018,"05","NESTOR BEZERRA","Passagens Terrestres",442.49
"11539",2018,"05","NESTOR BEZERRA","Serviços Gráficos e Editoriais",19600
"11540",2018,"05","NESTOR BEZERRA","Serviços de Comunicação em Geral",21.1
"11541",2018,"05","NESTOR BEZERRA","Serviços de Telecomunicações",1441.35
"11542",2018,"05","NESTOR BEZERRA","Vale-Refeição e Vale-Alimentação",5000
"11543",2018,"05","ODILON AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"11544",2018,"05","ODILON AGUIAR","Convênio com Plano de Saúde",815.09
"11545",2018,"05","ODILON AGUIAR","DESPESAS DE TELEPROCESSAMENTO",5800
"11546",2018,"05","ODILON AGUIAR","Divulgação das Atividades Parlamentares",11900
